,char_id,base_hp,stats_1,stats_2,stats_3,stats_4,stats_5,stats_6,race,class_starting,class_starting_level,subclass_starting,class_other,subclass_other,total_level
2365,14936,12,8,14,13,10,15,12,Aarakocra,Cleric,1,Life Domain,,,1
2366,14948,12,16,12,15,10,14,10,Half-Orc,Fighter,5,Champion,,,5
2367,14953,12,12,13,15,15,14,16,Dragonborn,Sorcerer,1,Draconic Bloodline,,,1
2368,14960,12,10,8,12,13,14,15,Human,Bard,1,,,,1
2369,14962,12,8,15,10,12,13,14,Halfling,Rogue,1,,,,1
2370,14976,12,0,0,0,0,0,0,Human,Wizard,1,,,,1
2371,14986,12,11,14,12,14,10,12,Half-Elf,Rogue,1,,,,1
2372,14988,12,14,12,13,10,15,8,Half-Orc,Cleric,1,Life Domain,,,1
2373,14992,12,10,13,13,17,7,8,Human,Wizard,1,,,,1
2374,15001,12,14,14,12,10,14,8,Human,Monk,1,,,,1
2375,15020,12,14,13,15,9,13,8,Half-Orc,Barbarian,1,,,,1
2376,15022,12,13,15,12,8,14,10,Elf,Ranger,1,,,,1
2377,15023,81,17,13,17,14,18,15,Dhampir - Midgard,Blood Hunter (archived),8,Order of the Profane Soul (archived),Warlock,The Archfey,11
2378,15027,12,10,13,14,12,15,8,Half-Elf,Cleric,10,Life Domain,,,10
2379,15033,38,10,12,16,10,10,16,Aasimar,Sorcerer,10,Wild Magic,,,10
2380,15034,12,10,16,16,13,14,18,Halfling,Warlock,3,The Fiend,,,3
2381,15044,12,13,8,14,9,14,14,Elf,Paladin,12,Oath of Devotion,,,12
2382,15046,12,13,11,14,12,17,14,Human,Cleric,9,Life Domain,,,9
2383,15051,8,13,15,12,10,17,17,Halfling,Rogue,1,,,,1
2384,15052,12,0,0,0,0,0,0,Elf,Rogue,9,,,,9
2385,15054,12,12,13,11,8,15,13,Human,Druid,1,,,,1
2386,15055,12,10,16,14,7,15,15,Human,Monk,5,Way of the Open Hand,,,5
2387,15058,12,15,3,15,14,15,18,Dwarf,Paladin,1,,,,1
2388,15070,34,0,0,0,0,0,0,Human,Paladin,5,,,,5
2389,15078,59,14,17,10,13,10,14,Dwarf,Cleric,11,Life Domain,Ranger/Warlock/Paladin,Hunter/The Fiend/Oath of Devotion,20
2390,15079,8,8,13,14,12,10,15,Human,Warlock,1,The Fiend,,,1
2391,15080,12,20,16,14,9,12,10,Half-Orc,Barbarian,1,,,,1
2392,15083,12,8,10,12,15,14,13,Tiefling,Warlock,1,The Fiend,,,1
2393,15092,12,0,0,0,0,0,0,Half-Orc,Barbarian,1,,Cleric,,2
2394,15093,6,9,15,13,11,14,15,Halfling,Sorcerer,1,Draconic Bloodline,,,1
2395,15096,12,12,10,8,14,13,15,Human,Cleric,1,Life Domain,,,1
2396,15097,12,9,16,14,18,15,14,Elf,Wizard,1,,,,1
2397,15098,12,10,15,14,10,13,10,Human,Ranger,1,,,,1
2398,15099,53,16,11,15,13,15,9,Human,Cleric,10,Life Domain,,,10
2399,15102,13,14,15,13,11,15,10,Half-Elf,Ranger,3,,,,3
2400,15103,12,10,14,15,10,14,8,Halfling,Ranger,1,,,,1
2401,15118,12,14,12,13,9,15,9,Dwarf,Cleric,16,Life Domain,,,16
2402,15121,12,15,15,15,8,8,8,Goliath,Barbarian,12,,,,12
2403,15122,82,14,15,0,0,0,0,Halfling,Ranger,10,Hunter,Fighter,,13
2404,15123,53,8,15,13,10,10,15,Half-Elf,Warlock,10,The Great Old One,,,10
2405,15125,38,9,12,16,13,16,14,Human,Druid,7,,,,7
2406,15127,12,0,0,0,0,0,0,Halfling,Sorcerer,1,,,,1
2407,15129,12,10,14,13,10,12,14,Half-Elf,Bard,1,,,,1
2408,15133,12,14,14,15,10,10,8,Goliath,Barbarian,1,,,,1
2409,15134,31,0,16,16,0,0,18,Human,Warlock,4,,,,4
2410,15135,12,15,10,13,14,8,12,Elf,Fighter,1,,,,1
2411,15136,12,0,0,0,0,0,0,Dwarf,Barbarian,1,,,,1
2412,15139,12,8,14,14,15,12,8,Half-Elf,Wizard,3,,,,3
2413,15145,12,8,14,13,15,12,10,Elf,Wizard,1,,,,1
2414,15147,12,14,12,10,8,15,13,Dragonborn,Paladin,6,Oath of Devotion,,,6
2415,15151,12,8,15,13,10,10,15,Human,Rogue,1,,,,1
2416,15161,12,0,0,0,0,0,0,Half-Elf,Druid,1,,,,1
2417,15166,10,10,16,13,12,15,9,Elf,Ranger,1,,,,1
2418,15178,12,0,0,0,0,0,0,Dwarf,Cleric,1,,,,1
2419,15179,12,10,15,8,13,12,14,Human,Bard,1,,,,1
2420,15187,12,15,14,10,12,13,8,Half-Orc,Wizard,1,,,,1
2421,15192,12,17,12,18,10,16,16,Dwarf,Paladin,1,,,,1
2422,15194,12,8,15,15,8,15,8,Halfling,Ranger,1,,,,1
2423,15202,12,14,18,15,12,16,10,Elf,Ranger,10,Hunter,,,10
2424,15205,12,15,14,12,8,14,8,Half-Elf,Ranger,3,Hunter,,,3
2425,15209,12,8,14,15,10,10,14,Gnome,Sorcerer,2,Draconic Bloodline,,,2
2426,15213,28,10,14,17,14,15,11,Elf,Ranger,3,Hunter,,,3
2427,15214,12,10,12,14,8,15,13,Elf,Cleric,1,Life Domain,,,1
2428,15233,12,12,13,12,11,10,14,Half-Elf,Bard,1,,,,1
2429,15239,10,15,10,13,8,12,14,Human,Paladin,1,,,,1
2430,15244,10,15,13,14,10,12,8,Human,Fighter,3,Champion,,,3
2431,15249,82,17,15,17,13,14,15,Goliath,Barbarian,11,Path of the Berserker,,,11
2432,15252,12,12,18,16,13,12,15,Halfling,Rogue,1,,,,1
2433,15253,12,10,15,13,10,14,10,Elf,Ranger,1,,,,1
2434,15254,12,16,11,18,10,14,12,Tiefling,Cleric,1,,,,1
2435,15255,12,0,0,0,0,0,0,Dwarf,Cleric,6,,,,6
2436,15257,12,10,16,13,16,12,14,Half-Elf,Rogue,3,Thief,,,3
2437,15259,12,10,15,14,13,15,11,Changeling,Rogue,2,,,,2
2438,15266,46,16,14,17,7,10,10,Half-Orc,Barbarian,5,Path of the Totem Warrior,Fighter,,6
2439,15271,12,15,14,13,12,10,8,Tiefling,Sorcerer,1,Draconic Bloodline,,,1
2440,15272,12,0,0,0,0,0,0,Elf,Rogue,8,,,,8
2441,15275,12,16,16,12,10,10,10,Human,Rogue,1,,,,1
2442,15280,8,13,8,14,10,15,12,Dwarf,Cleric,1,Life Domain,,,1
2443,15281,12,0,0,0,0,0,0,Human,Warlock,1,The Fiend,,,1
2444,15285,12,8,20,14,11,16,8,Tiefling,Monk,1,,,,1
2445,15286,10,11,13,15,13,14,13,Halfling,Ranger,1,,,,1
2446,15294,73,14,17,15,8,14,8,Goliath,Paladin,8,Oath of Devotion,,,8
2447,15296,12,10,13,12,10,13,15,Tiefling,Bard,1,,,,1
2448,15297,32,11,12,8,12,6,10,Dwarf,Druid,5,Circle of the Land (Desert),,,5
2449,15299,12,10,15,9,14,9,14,Human,Rogue,1,,,,1
2450,15301,12,14,14,15,8,12,8,Goliath,Ranger,10,Hunter,,,10
2451,15304,12,15,13,14,10,12,8,Goliath,Barbarian,1,,,,1
2452,15308,12,0,0,0,0,0,0,Human,Rogue,1,,,,1
2453,15309,22,17,16,17,14,18,9,Human,Cleric,4,Life Domain,,,4
2454,15313,12,15,12,14,8,13,10,Dwarf,Barbarian,1,,,,1
2455,15320,12,10,18,13,15,15,13,Elf,Fighter,1,,,,1
2456,15322,12,15,14,13,12,10,8,Human,Fighter,1,,,,1
2457,15323,12,10,10,10,13,14,15,Goliath,Druid,1,,,,1
2458,15335,12,20,7,14,11,12,16,Dwarf,Paladin,1,,,,1
2459,15338,12,15,15,12,10,10,9,Goliath,Fighter,1,,,,1
2460,15339,12,11,13,19,17,17,17,Genasi,Sorcerer,3,Draconic Bloodline,,,3
2461,15341,12,0,0,0,0,0,0,Elf,Rogue,6,Thief,,,6
2462,15342,30,17,14,14,15,11,18,Tiefling,Paladin,3,Oath of Devotion,,,3
2463,15343,12,15,13,14,12,10,8,Goliath,Barbarian,1,,,,1
2464,15345,12,12,15,13,8,14,10,Elf,Ranger,1,,,,1
2465,15350,12,0,0,0,0,0,0,Human,Cleric,1,,,,1
2466,15355,34,12,16,12,18,15,12,Gnome,Wizard,8,School of Transmutation,,,8
2467,15360,12,15,15,14,8,12,9,Dragonborn,Barbarian,1,,,,1
2468,15364,12,10,15,15,11,12,8,Tiefling,Monk,1,,,,1
2469,15365,12,13,7,14,12,16,13,Aarakocra,Cleric,1,Life Domain,,,1
2470,15372,12,0,0,0,0,0,0,Dragonborn,Barbarian,6,,,,6
2471,15374,12,0,0,0,0,0,0,Human,Fighter,1,,,,1
2472,15379,12,15,8,13,12,10,14,Human,Paladin,11,Oath of Devotion,,,11
2473,15383,43,10,16,11,10,13,15,Halfling,Rogue,8,Arcane Trickster,,,8
2474,15385,11,13,7,11,13,16,13,Genasi,Sorcerer,2,Draconic Bloodline,,,2
2475,15389,12,15,10,10,10,13,14,Half-Orc,Paladin,1,,,,1
2476,15392,81,12,14,18,14,18,8,Elf,Druid,15,Circle of the Moon,,,15
2477,15393,12,0,0,0,0,0,0,Human,Cleric,12,,,,12
2478,15396,12,15,11,15,8,12,10,Human,Barbarian,20,Path of the Berserker,,,20
2479,15397,12,15,10,14,12,8,13,Human,Paladin,3,Oath of Devotion,Barbarian,,5
2480,15401,12,9,15,12,13,12,12,Elf,Rogue,1,,,,1
2481,15406,31,15,11,13,11,15,8,Dwarf,Druid,5,Circle of the Land (Forest),,,5
2482,15407,12,15,12,14,10,13,8,Human,Barbarian,1,,Druid,,2
2483,15409,8,13,8,14,10,15,12,Dwarf,Cleric,1,Life Domain,,,1
2484,15413,12,15,12,14,10,11,10,Dwarf,Fighter,3,Champion,,,3
2485,15420,12,8,14,14,10,15,10,Dwarf,Cleric,1,Life Domain,,,1
2486,15422,12,0,0,0,0,0,0,Human,Fighter,3,,,,3
2487,15423,12,13,14,14,15,13,11,Tiefling,Wizard,1,,,,1
2488,15429,12,14,16,12,15,12,10,Tiefling,Fighter,1,,,,1
2489,15430,40,8,15,13,10,14,12,Gnome,Ranger,6,Beast Master,,,6
2490,15432,8,13,8,14,10,15,12,Human,Cleric,1,Life Domain,,,1
2491,15434,12,15,10,15,8,8,14,Dragonborn,Paladin,1,,,,1
2492,15445,12,15,10,13,8,10,15,Human,Paladin,1,,,,1
2493,15447,12,8,12,14,13,10,15,Tiefling,Warlock,1,The Fiend,,,1
2494,15448,12,0,0,0,0,0,0,Tiefling,Sorcerer,1,,,,1
2495,15449,12,13,15,12,10,14,8,Elf,Ranger,1,,,,1
2496,15450,12,13,12,15,13,12,18,Elf,Warlock,6,The Fiend,Paladin,,8
2497,15453,12,0,0,0,0,0,0,Human,Wizard,1,,,,1
2498,15455,63,15,8,15,12,15,10,Tortle,Druid,12,Circle of the Land (Forest),,,12
2499,15456,12,11,18,12,12,14,12,Half-Elf,Monk,1,,,,1
2500,15461,12,14,14,14,10,12,8,Dwarf,Fighter,1,,,,1
2501,15467,88,8,12,13,10,14,15,Elf,Warlock,13,The Archfey,Cleric,Death Domain,17
2502,15483,12,0,0,0,0,0,0,Human,Cleric,1,Life Domain,,,1
2503,15485,12,11,16,15,18,13,11,Gnome,Wizard,1,,,,1
2504,15491,12,0,0,0,0,0,0,Dragonborn,Fighter,1,,,,1
2505,15494,12,15,13,13,10,10,12,Human,Fighter,1,,,,1
2506,15495,12,0,0,0,0,0,0,Dwarf,Cleric,1,Life Domain,,,1
2507,15502,12,0,0,0,0,0,0,Human,Ranger,1,,,,1
2508,15504,66,12,13,8,15,11,14,Genasi,Ranger,9,Hunter,,,9
2509,15510,14,8,10,14,13,12,15,Elf,Sorcerer,5,Draconic Bloodline,,,5
2510,15512,12,14,15,12,10,8,13,Human,Fighter,1,,,,1
2511,15519,12,8,14,13,10,12,15,Halfling,Bard,1,,,,1
2512,15526,2,8,13,12,14,10,15,Human,Warlock,20,The Fiend,,,20
2513,15528,16,14,12,14,10,8,14,Custom Lineage,Fighter,2,,,,2
2514,15533,12,18,16,17,8,8,8,Goliath,Barbarian,5,Path of the Berserker,Fighter,Champion,8
2515,15536,10,15,10,13,8,12,14,Dragonborn,Paladin,1,,,,1
2516,15537,12,10,12,14,13,8,15,Tiefling,Warlock,1,,,,1
2517,15540,10,12,12,8,9,14,10,Dwarf,Fighter,1,,,,1
2518,15549,12,8,13,14,10,12,15,Human,Sorcerer,1,Draconic Bloodline,,,1
2519,15552,12,8,13,14,12,10,15,Dragonborn,Warlock,1,The Fiend,,,1
2520,15558,40,7,10,10,13,6,7,Halfling,Paladin,4,Oath of Devotion,Sorcerer/Fighter,Draconic Bloodline/Champion,12
2521,15568,70,10,10,13,13,15,12,Tiefling,Druid,7,Circle of the Land (Mountain),,,7
2522,15589,26,15,13,14,12,10,8,Dwarf,Barbarian,3,,,,3
2523,15593,48,18,11,10,9,11,11,Half-Orc,Warlock,6,The Fiend,,,6
2524,15596,12,8,12,13,10,14,15,Half-Elf,Warlock,1,The Fiend,,,1
2525,15598,8,10,10,14,9,11,14,Genasi,Druid,1,,Rogue/Warlock,Thief/The Fiend,3
2526,15603,12,0,0,0,0,0,0,Human,Ranger,5,Hunter,,,5
2527,15605,12,10,15,14,10,14,8,Tiefling,Monk,1,,,,1
2528,15610,12,14,10,15,8,10,14,Half-Orc,Fighter,1,,Sorcerer,Draconic Bloodline,5
2529,15613,28,13,18,9,12,15,9,Elf,Ranger,4,Hunter,,,4
2530,15615,12,0,0,0,0,0,0,Dwarf,Barbarian,1,,,,1
2531,15629,12,9,12,12,7,15,12,Genasi,Cleric,1,Life Domain,,,1
2532,15632,12,17,14,18,6,17,11,Goliath,Barbarian,1,,,,1
2533,15634,12,12,15,13,8,14,10,Human,Rogue,1,,,,1
2534,15639,12,11,15,14,13,11,15,Human,Warlock,1,The Fiend,,,1
2535,15645,12,12,13,8,15,14,10,Human,Cleric,1,,,,1
2536,15650,10,10,13,10,12,13,15,Tiefling,Paladin,1,,,,1
2537,15661,22,15,10,15,9,13,9,Human,Fighter,3,Champion,,,3
2538,15664,18,0,0,0,0,0,0,Elf,Monk,3,Way of the Open Hand,,,3
2539,15668,12,10,14,13,12,15,8,Elf,Rogue,1,,,,1
2540,15684,12,8,10,14,12,13,15,Human,Cleric,5,Life Domain,,,5
2541,15685,12,0,0,0,0,0,0,Elf,Wizard,1,,,,1
2542,15694,12,8,12,10,14,13,15,Aarakocra,Bard,1,,,,1
2543,15700,12,8,14,13,12,10,15,Tiefling,Bard,7,College of Lore,Sorcerer,,12
2544,15704,12,8,14,12,10,13,15,Halfling,Bard,1,,,,1
2545,15710,12,0,0,0,0,0,0,Tiefling,Warlock,5,The Fiend,,,5
2546,15717,12,0,0,0,0,0,0,Human,Cleric,3,,,,3
2547,15724,130,10,15,13,12,14,8,Half-Elf,Ranger,15,Hunter,Rogue,Scout,20
2548,15726,21,11,18,16,14,16,14,Elf,Rogue,7,,,,7
2549,15728,12,10,15,12,13,8,14,Human,Rogue,1,,,,1
2550,15732,8,13,8,14,10,15,12,Human,Cleric,1,Life Domain,,,1
2551,15738,12,14,10,14,9,15,9,Dwarf,Cleric,1,Life Domain,,,1
2552,15744,12,14,13,15,8,12,10,Half-Orc,Barbarian,3,Path of the Berserker,,,3
2553,15746,12,14,14,15,4,13,19,Goliath,Sorcerer,6,Draconic Bloodline,,,6
2554,15748,12,13,8,12,10,15,14,Half-Orc,Cleric,1,Life Domain,,,1
2555,15754,12,0,0,0,0,0,0,Dwarf,Cleric,1,Life Domain,,,1
2556,15756,15,8,10,11,11,13,14,Dragonborn,Cleric,2,Life Domain,,,2
2557,15767,12,15,8,13,10,12,14,Dwarf,Paladin,1,,,,1
2558,15768,12,8,12,8,15,13,15,Half-Elf,Bard,1,,,,1
2559,15774,12,15,14,14,8,12,8,Dwarf,Barbarian,1,,,,1
2560,15779,12,11,12,13,15,14,13,Human,Wizard,1,,,,1
2561,15785,12,12,15,10,13,8,14,Half-Elf,Rogue,3,Thief,Bard,College of Lore,6
2562,15786,12,13,15,12,10,14,8,Dragonborn,Ranger,1,,,,1
2563,15789,12,0,0,0,0,0,0,Elf,Wizard,1,,,,1
2564,15792,12,15,8,14,10,8,15,Half-Elf,Sorcerer,12,,Paladin,,14
2565,15794,58,0,0,0,0,0,0,Halfling,Warlock,11,,,,11
2566,15795,17,8,13,14,10,12,15,Genasi,Sorcerer,3,Storm Sorcery,,,3
2567,15798,12,15,12,13,9,11,13,Human,Fighter,3,,Sorcerer,,4
2568,15802,12,14,13,8,12,11,9,Human,Fighter,3,Battle Master,,,3
2569,15805,12,8,11,15,11,11,15,Aarakocra,Sorcerer,11,Draconic Bloodline,,,11
2570,15813,12,0,0,0,0,0,0,Tiefling,Wizard,1,,,,1
2571,15818,12,12,18,14,10,17,9,Elf,Monk,1,,,,1
2572,15820,8,12,12,14,13,19,11,Elf,Druid,6,,Cleric,Life Domain,7
2573,15826,12,14,11,13,10,11,14,Human,Paladin,5,Oath of Devotion,,,5
2574,15828,8,13,8,14,10,15,12,Gnome,Cleric,1,Life Domain,,,1
2575,15841,12,12,14,16,12,17,14,Dragonborn,Cleric,3,Life Domain,,,3
2576,15843,76,14,11,11,9,12,16,Human,Barbarian,5,Path of the Berserker,Wizard/Monk,School of Evocation/Way of the Open Hand,12
2577,15855,58,12,16,14,12,15,11,Elf,Ranger,9,Hunter,,,9
2578,15868,12,15,14,13,8,12,10,Elf,Fighter,5,,,,5
2579,15877,12,0,0,0,0,0,0,Tiefling,Cleric,1,,,,1
2580,15879,12,15,18,16,11,16,12,Elf,Monk,1,,,,1
2581,15880,82,17,12,14,14,11,8,Human,Fighter,13,Eldritch Knight,,,13
2582,15885,12,15,14,15,8,10,8,Human,Barbarian,1,,,,1
2583,15887,12,0,0,0,0,0,0,Tiefling,Fighter,1,,,,1
2584,15888,12,0,0,0,0,0,0,Human,Paladin,10,Oath of Vengeance,,,10
2585,15889,12,15,9,13,8,9,15,Elf,Paladin,7,,,,7
2586,15893,12,8,15,12,11,15,10,Elf,Ranger,1,,,,1
2587,15901,39,12,14,14,10,13,10,Elf,Monk,6,Way of the Open Hand,Fighter,,7
2588,15902,22,15,8,13,10,12,14,Half-Orc,Paladin,3,Oath of Redemption,,,3
2589,15906,12,18,17,16,14,12,14,Tiefling,Fighter,3,Champion,,,3
2590,15910,12,14,10,14,10,12,13,Human,Paladin,1,,,,1
2591,15913,12,12,15,14,10,13,8,Human,Ranger,1,,,,1
2592,15914,12,10,14,10,13,10,15,Dwarf,Paladin,1,,,,1
2593,15917,12,10,16,14,14,12,18,Tiefling,Warlock,1,The Fiend,,,1
2594,15918,12,16,12,15,13,18,16,Human,Cleric,7,Life Domain,,,7
2595,15923,8,18,14,13,6,8,13,Genasi,Bard,1,,,,1
2596,15939,12,8,15,14,15,10,8,Gnome,Wizard,1,,,,1
2597,15944,12,15,10,14,8,8,15,Half-Orc,Paladin,1,,,,1
2598,15953,12,0,0,0,0,0,0,Goliath,Barbarian,10,Path of the Berserker,,,10
2599,15956,47,6,15,14,18,12,12,Elf,Wizard,10,School of Divination,,,10
2600,15963,12,8,15,13,14,12,10,Half-Elf,Ranger,1,,,,1
2601,15964,12,10,11,12,16,19,15,Human,Druid,10,,,,10
2602,15968,78,10,15,12,12,12,12,Changeling,Rogue,15,Assassin,,,15
2603,15983,59,14,15,12,13,10,8,Human,Fighter,7,,,,7
2604,15984,12,14,13,3,11,10,8,Gnome,Wizard,4,School of Evocation,,,4
2605,15988,73,16,8,14,10,13,12,Draconic Races (Archived),Paladin,6,Oath of Vengeance,Sorcerer,Shadow Magic,14
2606,15996,30,11,13,13,14,13,10,Human,Wizard,7,School of Evocation,,,7
2607,16002,12,18,12,13,7,12,13,Dwarf,Fighter,1,,,,1
2608,16004,12,15,12,13,8,10,14,Dwarf,Paladin,1,,,,1
2609,16005,10,11,10,11,11,9,9,Aarakocra,Rogue,1,,Sorcerer/Monk/Bard,Draconic Bloodline/Way of the Open Hand/College of Lore,5
2610,16008,12,0,0,0,0,0,0,Dwarf,Cleric,1,,,,1
2611,16016,12,0,0,0,0,0,0,Genasi,Wizard,1,,,,1
2612,16024,12,0,0,0,0,14,15,Dwarf,Cleric,1,Life Domain,,,1
2613,16025,12,8,15,15,8,8,15,Halfling,Sorcerer,8,Draconic Bloodline,Warlock,The Fiend,10
2614,16026,12,12,15,12,10,14,9,Half-Elf,Rogue,6,Thief,,,6
2615,16036,12,13,13,13,8,11,15,Human,Bard,2,,,,2
2616,16042,12,0,0,0,0,0,0,Dragonborn,Warlock,1,The Fiend,,,1
2617,16051,52,10,12,11,9,12,15,Half-Elf,Bard,6,College of Lore,Rogue,Thief,8
2618,16052,12,8,14,10,12,13,15,Gnome,Sorcerer,1,Draconic Bloodline,,,1
2619,16055,12,10,15,8,12,14,13,Half-Elf,Ranger,1,,,,1
2620,16059,12,14,12,15,8,13,10,Goliath,Fighter,1,,,,1
2621,16061,12,13,14,10,15,12,8,Dwarf,Sorcerer,1,Draconic Bloodline,,,1
2622,16063,12,10,15,13,12,14,8,Tiefling,Monk,1,,,,1
2623,16068,12,12,15,13,10,14,8,Gnome,Monk,1,,,,1
2624,16075,84,14,11,8,11,12,12,Halfling,Warlock,20,The Fiend,,,20
2625,16078,12,8,13,10,14,12,15,Elf,Bard,1,,,,1
2626,16091,12,14,15,10,12,13,8,Elf,Rogue,1,,,,1
2627,16100,12,14,14,15,8,12,8,Goliath,Barbarian,10,Path of the Berserker,,,10
2628,16107,12,11,16,13,13,16,14,Halfling,Monk,1,,,,1
2629,16116,181,12,14,12,8,13,11,Gnome,Ranger,20,Hunter,,,20
2630,16118,12,15,10,11,10,15,10,Human,Cleric,5,Life Domain,,,5
2631,16119,12,12,15,13,10,14,8,Dwarf,Ranger,1,,,,1
2632,16120,12,10,15,13,15,13,11,Human,Rogue,1,,,,1
2633,16121,12,8,15,12,13,10,14,Tiefling,Fighter,5,Champion,,,5
2634,16122,12,8,16,16,9,9,18,Half-Elf,Warlock,1,The Fiend,,,1
2635,16124,58,14,10,15,10,10,15,Dwarf,Paladin,9,Oath of Devotion,,,9
2636,16126,38,16,10,11,10,11,8,Gnome,Bard,7,College of Lore,,,7
2637,16135,12,12,17,12,13,17,12,Human,Ranger,3,Hunter,Rogue,,4
2638,16136,103,9,9,15,25,14,18,Human,Artificer,20,,,,20
2639,16138,12,14,13,15,8,12,10,Dragonborn,Barbarian,1,,,,1
2640,16139,12,9,13,12,12,12,15,Genasi,Bard,1,,,,1
2641,16149,12,10,13,14,15,8,12,Elf,Wizard,1,,,,1
2642,16151,100,0,0,0,0,0,0,Gnome,Rogue,10,Thief,,,10
2643,16153,6,8,13,14,15,10,12,Human,Wizard,1,,,,1
2644,16157,10,15,13,14,10,12,8,Human,Fighter,1,,,,1
2645,16158,12,0,0,0,0,0,0,Aarakocra,Druid,1,,,,1
2646,16166,25,14,12,13,10,15,8,Halfling,Druid,5,Circle of the Moon,,,5
2647,16171,8,8,13,14,12,10,15,Dwarf,Warlock,1,The Fiend,,,1
2648,16172,71,15,16,10,11,11,7,Tiefling,Rogue,10,Thief,,,10
2649,16173,6,11,16,15,13,9,20,Tiefling,Sorcerer,1,Draconic Bloodline,,,1
2650,16179,12,8,13,14,15,12,10,Half-Elf,Wizard,1,,,,1
2651,16183,12,13,12,14,10,8,15,Dwarf,Warlock,6,The Fiend,,,6
2652,16184,12,11,12,15,12,13,15,Human,Sorcerer,1,,,,1
2653,16201,12,0,0,0,0,0,0,Aarakocra,Ranger,9,,,,9
2654,16204,12,10,15,14,8,15,8,Human,Monk,14,Way of the Open Hand,,,14
2655,16207,12,14,12,14,10,12,11,Dragonborn,Barbarian,1,,,,1
2656,16209,10,15,13,14,10,12,8,Aarakocra,Fighter,1,,,,1
2657,16210,12,0,0,0,0,0,0,Elf,Wizard,4,,,,4
2658,16214,12,15,13,14,10,12,8,Dragonborn,Fighter,1,,,,1
2659,16217,150,14,15,10,14,10,8,Genasi,Paladin,15,Oath of Devotion,,,15
2660,16221,12,15,8,14,8,10,15,Human,Paladin,3,,,,3
2661,16225,59,11,15,12,15,13,16,Half-Elf,Rogue,1,,Bard/Wizard,College of Lore/War Magic,13
2662,16227,38,12,14,13,8,15,10,Halfling,Druid,7,Circle of the Moon,,,7
2663,16230,12,8,12,14,10,15,13,Human,Cleric,1,Life Domain,,,1
2664,16234,48,13,13,15,18,18,7,Halfling,Cleric,9,Life Domain,,,9
2665,16235,12,12,14,15,10,8,13,Human,Monk,1,,,,1
2666,16242,12,0,0,0,0,0,0,Human,Monk,1,,,,1
2667,16245,12,14,14,14,8,8,8,Half-Elf,Ranger,1,,,,1
2668,16246,102,12,10,5,11,9,14,Dwarf,Barbarian,11,Path of the Berserker,,,11
2669,16247,12,0,0,0,0,0,0,Human,Fighter,1,,,,1
2670,16252,17,8,15,12,14,10,13,Half-Elf,Rogue,20,,,,20
2671,16257,12,15,10,13,9,9,15,Human,Paladin,10,,,,10
2672,16258,12,10,15,14,10,13,10,Half-Elf,Monk,1,,,,1
2673,16260,12,15,10,13,8,12,14,Human,Paladin,1,,,,1
2674,16261,33,14,10,13,8,12,15,Dragonborn,Paladin,4,Oath of Vengeance,Warlock,The Fiend,5
2675,16263,12,0,0,0,0,0,0,Tiefling,Sorcerer,1,,,,1
2676,16264,12,12,8,14,13,10,15,Tiefling,Warlock,1,The Fiend,,,1
2677,16268,12,0,0,0,0,0,0,Tiefling,Sorcerer,1,Draconic Bloodline,,,1
2678,16273,12,19,11,12,3,6,10,Human,Barbarian,3,Path of the Berserker,,,3
2679,16275,46,14,15,12,10,10,12,Dhampir,Fighter,9,Battle Master,,,9
2680,16276,12,12,15,14,13,10,8,Aarakocra,Monk,1,,,,1
2681,16277,12,8,13,13,12,12,15,Tiefling,Warlock,1,,,,1
2682,16282,12,10,15,14,8,13,12,Human,Fighter,1,,,,1
2683,16283,12,8,15,10,14,12,13,Tiefling,Rogue,1,,,,1
2684,16290,63,8,16,9,15,15,13,Human,Rogue,5,Arcane Trickster,Druid,,12
2685,16296,32,14,14,13,10,12,16,Goliath,Bard,5,College of Lore,,,5
2686,16302,35,13,13,15,9,11,13,Goliath,Paladin,7,Oathbreaker,,,7
2687,16303,12,8,11,11,14,14,14,Gnome,Warlock,1,The Fiend,,,1
2688,16311,65,16,15,14,10,13,14,Dragonborn,Fighter,12,Champion,,,12
2689,16319,12,14,12,13,10,15,8,Dragonborn,Cleric,1,Life Domain,,,1
2690,16326,130,10,15,13,12,14,8,Tabaxi,Ranger,15,Hunter,,,15
2691,16329,12,0,0,0,0,0,0,Halfling,Rogue,1,,,,1
2692,16341,12,15,14,13,10,12,8,Human,Ranger,1,,,,1
2693,16342,12,0,0,0,0,0,0,Human,Wizard,7,,,,7
2694,16344,12,11,11,15,9,15,10,Dwarf,Cleric,1,Life Domain,,,1
2695,16351,12,10,13,15,16,13,12,Aarakocra,Wizard,1,,,,1
2696,16352,26,8,12,13,15,14,10,Human,Wizard,6,War Magic,,,6
2697,16356,12,14,12,15,10,13,8,Half-Orc,Barbarian,1,,,,1
2698,16360,138,14,3,7,3,4,12,Human,Ranger,17,Hunter,,,17
2699,16365,33,9,17,15,11,15,13,Half-Elf,Rogue,6,Swashbuckler,,,6
2700,16366,18,13,9,10,15,13,11,Halfling,Cleric,3,Life Domain,,,3
2701,16373,12,13,8,14,10,15,12,Dwarf,Cleric,1,Life Domain,,,1
2702,16377,12,8,15,13,15,10,10,Gnome,Wizard,5,School of Evocation,,,5
2703,16387,12,13,16,15,13,13,15,Halfling,Paladin,1,,,,1
2704,16391,12,10,8,12,15,13,14,Half-Orc,Wizard,1,,,,1
